Date & Time,Temperature,Clouds,Humidity,Barometer,Wind,Wind Direction
"Thursday, 22 December 2016, 00:00 — 06:00",13 / 8 °C,Clear,81%,1016 mbar,3 km/h,WNW
"Thursday, 22 December 2016, 06:00 — 12:00",22 / 7 °C,Haze,56%,1018 mbar,4 km/h,N
"Thursday, 22 December 2016, 12:00 — 18:00",25 / 21 °C,Haze,27%,1016 mbar,8 km/h,NNW
"Thursday, 22 December 2016, 18:00 — 00:00",20 / 13 °C,Passing clouds,52%,1016 mbar,2 km/h,SSW
"Friday, 23 December 2016, 00:00 — 06:00",13 / 8 °C,Clear,75%,1016 mbar,0 km/h,N
"Friday, 23 December 2016, 06:00 — 12:00",19 / 7 °C,Clear,77%,1016 mbar,5 km/h,SE
"Friday, 23 December 2016, 12:00 — 18:00",25 / 20 °C,Haze,30%,921 mbar,4 km/h,SW
"Friday, 23 December 2016, 18:00 — 00:00",19 / 13 °C,Cool,72%,1013 mbar,2 km/h,SE
"Saturday, 24 December 2016, 00:00 — 06:00",11 / 8 °C,Cool,100%,1013 mbar,1 km/h,SE
"Saturday, 24 December 2016, 06:00 — 12:00",11 / 8 °C,Cool,100%,1013 mbar,3 km/h,SE
"Saturday, 24 December 2016, 12:00 — 18:00",16 / 13 °C,Cool,82%,1011 mbar,4 km/h,E
"Saturday, 24 December 2016, 18:00 — 00:00",14 / 11 °C,Cool,92%,1012 mbar,2 km/h,N
"Sunday, 25 December 2016, 00:00 — 06:00",11 / 9 °C,Cool,99%,1012 mbar,6 km/h,NW
"Sunday, 25 December 2016, 06:00 — 12:00",16 / 8 °C,Cool,90%,1016 mbar,4 km/h,NNW
"Sunday, 25 December 2016, 12:00 — 18:00",20 / 17 °C,Clear,61%,1017 mbar,8 km/h,ESE
"Sunday, 25 December 2016, 18:00 — 00:00",17 / 13 °C,Clear,74%,1018 mbar,3 km/h,WNW
"Monday, 26 December 2016, 00:00 — 06:00",12 / 8 °C,Cool,86%,1018 mbar,1 km/h,W
"Monday, 26 December 2016, 06:00 — 12:00",19 / 8 °C,Clear,67%,1019 mbar,6 km/h,NW
"Monday, 26 December 2016, 12:00 — 18:00",23 / 20 °C,Haze,39%,1017 mbar,15 km/h,W
"Monday, 26 December 2016, 18:00 — 00:00",16 / 13 °C,Clear,63%,1018 mbar,3 km/h,W
"Tuesday, 27 December 2016, 00:00 — 06:00",13 / 8 °C,Clear,79%,1017 mbar,0 km/h,N
"Tuesday, 27 December 2016, 06:00 — 12:00",21 / 6 °C,Clear,72%,1018 mbar,1 km/h,W
"Tuesday, 27 December 2016, 12:00 — 18:00",24 / 19 °C,Haze,33%,1016 mbar,6 km/h,W
"Tuesday, 27 December 2016, 18:00 — 00:00",18 / 12 °C,Clear,70%,1018 mbar,1 km/h,SE
"Wednesday, 28 December 2016, 00:00 — 06:00",12 / 8 °C,Fog,82%,1017 mbar,0 km/h,N
"Wednesday, 28 December 2016, 06:00 — 12:00",19 / 8 °C,Mild,74%,1017 mbar,0 km/h,N
"Wednesday, 28 December 2016, 12:00 — 18:00",22 / 19 °C,Scattered clouds,48%,1015 mbar,4 km/h,W
"Wednesday, 28 December 2016, 18:00 — 00:00",19 / 14 °C,Passing clouds,68%,1016 mbar,1 km/h,SSE
"Thursday, 29 December 2016, 00:00 — 06:00",14 / 9 °C,Cool,90%,1017 mbar,1 km/h,ESE
"Thursday, 29 December 2016, 06:00 — 12:00",15 / 9 °C,Cool,97%,1018 mbar,2 km/h,E
"Thursday, 29 December 2016, 12:00 — 18:00",19 / 15 °C,Cool,71%,1016 mbar,6 km/h,E
"Thursday, 29 December 2016, 18:00 — 00:00",16 / 11 °C,Cool,93%,1017 mbar,1 km/h,ESE
"Friday, 30 December 2016, 00:00 — 06:00",11 / 11 °C,Cool,100%,1017 mbar,4 km/h,SE
"Friday, 30 December 2016, 06:00 — 12:00",13 / 11 °C,Cool,98%,1019 mbar,8 km/h,E
"Friday, 30 December 2016, 12:00 — 18:00",17 / 17 °C,Mild,73%,1017 mbar,12 km/h,E
"Friday, 30 December 2016, 18:00 — 00:00",13 / 12 °C,Fog,86%,1018 mbar,9 km/h,E
"Saturday, 31 December 2016, 00:00 — 06:00",12 / 10 °C,Fog,88%,1017 mbar,10 km/h,E
"Saturday, 31 December 2016, 06:00 — 12:00",18 / 8 °C,Passing clouds,70%,1018 mbar,11 km/h,ESE
"Saturday, 31 December 2016, 12:00 — 18:00",21 / 18 °C,Haze,42%,1015 mbar,13 km/h,ESE
"Saturday, 31 December 2016, 18:00 — 00:00",18 / 14 °C,Passing clouds,70%,1017 mbar,5 km/h,ENE
"Sunday, 1 January 2017, 00:00 — 06:00",13 / 8 °C,Fog,84%,1017 mbar,7 km/h,ENE
"Sunday, 1 January 2017, 06:00 — 12:00",19 / 8 °C,Clear,70%,1019 mbar,6 km/h,ESE
"Sunday, 1 January 2017, 12:00 — 18:00",21 / 19 °C,Clear,60%,1018 mbar,5 km/h,E
"Sunday, 1 January 2017, 18:00 — 00:00",18 / 13 °C,Passing clouds,79%,1018 mbar,1 km/h,W
"Monday, 2 January 2017, 00:00 — 06:00",10 / 9 °C,Cool,86%,1019 mbar,0 km/h,N
"Monday, 2 January 2017, 06:00 — 12:00",18 / 9 °C,Clear,75%,1020 mbar,2 km/h,ENE
"Monday, 2 January 2017, 12:00 — 18:00",23 / 20 °C,Haze,46%,1019 mbar,1 km/h,NNW
"Monday, 2 January 2017, 18:00 — 00:00",20 / 15 °C,Clear,69%,1021 mbar,2 km/h,WNW
"Tuesday, 3 January 2017, 00:00 — 06:00",15 / 12 °C,Fog,83%,1020 mbar,3 km/h,NE
"Tuesday, 3 January 2017, 06:00 — 12:00",18 / 11 °C,Mild,83%,1020 mbar,1 km/h,WSW
"Tuesday, 3 January 2017, 12:00 — 18:00",20 / 18 °C,Scattered clouds,69%,1018 mbar,7 km/h,ESE
"Tuesday, 3 January 2017, 18:00 — 00:00",18 / 14 °C,Passing clouds,76%,1018 mbar,2 km/h,ENE
"Wednesday, 4 January 2017, 00:00 — 06:00",14 / 11 °C,Fog,83%,1016 mbar,4 km/h,ESE
"Wednesday, 4 January 2017, 06:00 — 12:00",19 / 11 °C,Passing clouds,75%,1017 mbar,7 km/h,ESE
"Wednesday, 4 January 2017, 12:00 — 18:00",21 / 18 °C,Clear,57%,1015 mbar,11 km/h,E
"Wednesday, 4 January 2017, 18:00 — 00:00",18 / 14 °C,Clear,72%,1017 mbar,6 km/h,ENE
"Thursday, 5 January 2017, 00:00 — 06:00",13 / 11 °C,Passing clouds,82%,1016 mbar,4 km/h,E
"Thursday, 5 January 2017, 06:00 — 12:00",18 / 11 °C,Mild,77%,1017 mbar,5 km/h,E
"Thursday, 5 January 2017, 12:00 — 18:00",21 / 17 °C,Mild,64%,1013 mbar,6 km/h,S
"Thursday, 5 January 2017, 18:00 — 00:00",16 / 13 °C,Cool,93%,1013 mbar,9 km/h,S
"Friday, 6 January 2017, 00:00 — 06:00",13 / 11 °C,Fog,89%,1012 mbar,11 km/h,S
"Friday, 6 January 2017, 06:00 — 12:00",14 / 10 °C,Cool,87%,1012 mbar,10 km/h,SE
"Friday, 6 January 2017, 12:00 — 18:00",16 / 15 °C,Cool,80%,1011 mbar,5 km/h,S
"Friday, 6 January 2017, 18:00 — 00:00",15 / 13 °C,Cool,88%,1013 mbar,4 km/h,NE
"Saturday, 7 January 2017, 00:00 — 06:00",13 / 11 °C,Fog,88%,1012 mbar,6 km/h,E
"Saturday, 7 January 2017, 06:00 — 12:00",15 / 10 °C,Broken clouds,83%,1013 mbar,6 km/h,E
"Saturday, 7 January 2017, 12:00 — 18:00",16 / 14 °C,Passing clouds,69%,1011 mbar,10 km/h,SSE
"Saturday, 7 January 2017, 18:00 — 00:00",13 / 10 °C,Passing clouds,82%,1014 mbar,11 km/h,E
"Sunday, 8 January 2017, 00:00 — 06:00",10 / 9 °C,Fog,87%,1015 mbar,6 km/h,ENE
"Sunday, 8 January 2017, 06:00 — 12:00",14 / 8 °C,Scattered clouds,78%,1018 mbar,5 km/h,E
"Sunday, 8 January 2017, 12:00 — 18:00",16 / 15 °C,Passing clouds,66%,1018 mbar,9 km/h,ENE
"Sunday, 8 January 2017, 18:00 — 00:00",14 / 11 °C,Clear,75%,1018 mbar,5 km/h,NW
"Monday, 9 January 2017, 00:00 — 06:00",11 / 8 °C,Clear,79%,1017 mbar,7 km/h,NW
"Monday, 9 January 2017, 06:00 — 12:00",16 / 7 °C,Clear,62%,1018 mbar,12 km/h,NNW
"Monday, 9 January 2017, 12:00 — 18:00",18 / 16 °C,Clear,31%,1017 mbar,13 km/h,NNW
"Monday, 9 January 2017, 18:00 — 00:00",16 / 10 °C,Haze,48%,1017 mbar,6 km/h,W
"Tuesday, 10 January 2017, 00:00 — 06:00",9 / 5 °C,Clear,71%,1016 mbar,3 km/h,W
"Tuesday, 10 January 2017, 06:00 — 12:00",15 / 5 °C,Clear,64%,1017 mbar,7 km/h,WNW
"Tuesday, 10 January 2017, 12:00 — 18:00",17 / 15 °C,Clear,41%,1016 mbar,13 km/h,W
"Tuesday, 10 January 2017, 18:00 — 00:00",14 / 9 °C,Clear,63%,1018 mbar,2 km/h,SSE
"Wednesday, 11 January 2017, 00:00 — 06:00",9 / 4 °C,Clear,80%,1017 mbar,1 km/h,SSW
"Wednesday, 11 January 2017, 06:00 — 12:00",15 / 3 °C,Clear,67%,1018 mbar,5 km/h,W
"Wednesday, 11 January 2017, 12:00 — 18:00",18 / 15 °C,Clear,28%,1016 mbar,11 km/h,WNW
"Wednesday, 11 January 2017, 18:00 — 00:00",14 / 6 °C,Haze,49%,1017 mbar,1 km/h,W
"Thursday, 12 January 2017, 00:00 — 06:00",6 / 3 °C,Clear,75%,1017 mbar,0 km/h,N
"Thursday, 12 January 2017, 06:00 — 12:00",16 / 2 °C,Clear,65%,1018 mbar,4 km/h,NW
"Thursday, 12 January 2017, 12:00 — 18:00",18 / 16 °C,Passing clouds,30%,1017 mbar,11 km/h,WNW
"Thursday, 12 January 2017, 18:00 — 00:00",14 / 8 °C,Clear,55%,1017 mbar,1 km/h,NE
"Friday, 13 January 2017, 00:00 — 06:00",8 / 4 °C,Clear,76%,1017 mbar,0 km/h,N
"Friday, 13 January 2017, 06:00 — 12:00",16 / 3 °C,Scattered clouds,64%,1019 mbar,3 km/h,W
"Friday, 13 January 2017, 12:00 — 18:00",17 / 15 °C,Haze,38%,1018 mbar,11 km/h,NNW
"Friday, 13 January 2017, 18:00 — 00:00",14 / 10 °C,Passing clouds,56%,1019 mbar,1 km/h,ENE
"Saturday, 14 January 2017, 00:00 — 06:00",9 / 5 °C,Fog,73%,1018 mbar,3 km/h,NE
"Saturday, 14 January 2017, 06:00 — 12:00",13 / 4 °C,Partly sunny,74%,1020 mbar,9 km/h,WNW
"Saturday, 14 January 2017, 12:00 — 18:00",14 / 12 °C,More clouds than sun,53%,1020 mbar,20 km/h,N
"Saturday, 14 January 2017, 18:00 — 00:00",12 / 11 °C,Partly cloudy,70%,1021 mbar,12 km/h,N
"Sunday, 15 January 2017, 00:00 — 06:00",11 / 9 °C,Partly cloudy,73%,1020 mbar,12 km/h,N
"Sunday, 15 January 2017, 06:00 — 12:00",17 / 9 °C,Scattered clouds,59%,1020 mbar,9 km/h,N
"Sunday, 15 January 2017, 12:00 — 18:00",18 / 16 °C,Broken clouds,48%,1018 mbar,9 km/h,ESE
"Sunday, 15 January 2017, 18:00 — 00:00",16 / 11 °C,Partly cloudy,72%,1018 mbar,11 km/h,SSE
"Monday, 16 January 2017, 00:00 — 06:00",11 / 8 °C,Thunderstorms. Passing clouds,97%,1016 mbar,7 km/h,ENE
"Monday, 16 January 2017, 06:00 — 12:00",13 / 7 °C,Cool,80%,1018 mbar,5 km/h,SW
"Monday, 16 January 2017, 12:00 — 18:00",14 / 12 °C,Broken clouds,68%,1018 mbar,7 km/h,W
"Monday, 16 January 2017, 18:00 — 00:00",12 / 8 °C,Passing clouds,81%,1019 mbar,5 km/h,WNW
"Tuesday, 17 January 2017, 00:00 — 06:00",8 / 5 °C,Quite cool,83%,1018 mbar,3 km/h,W
"Tuesday, 17 January 2017, 06:00 — 12:00",13 / 5 °C,Scattered clouds,77%,1019 mbar,5 km/h,WSW
"Tuesday, 17 January 2017, 12:00 — 18:00",14 / 14 °C,Scattered clouds,61%,1017 mbar,9 km/h,SW
"Tuesday, 17 January 2017, 18:00 — 00:00",12 / 9 °C,Passing clouds,81%,1019 mbar,6 km/h,SSE
"Wednesday, 18 January 2017, 00:00 — 06:00",9 / 5 °C,Quite cool,92%,1020 mbar,6 km/h,SE
"Wednesday, 18 January 2017, 06:00 — 12:00",9 / 5 °C,Cool,98%,1024 mbar,4 km/h,ESE
"Wednesday, 18 January 2017, 12:00 — 18:00",14 / 9 °C,Clear,80%,1024 mbar,6 km/h,ENE
"Wednesday, 18 January 2017, 18:00 — 00:00",12 / 9 °C,Clear,82%,1025 mbar,5 km/h,NNE
"Thursday, 19 January 2017, 00:00 — 06:00",9 / 5 °C,Clear,86%,1025 mbar,7 km/h,NNW
"Thursday, 19 January 2017, 06:00 — 12:00",14 / 5 °C,Clear,69%,1027 mbar,14 km/h,NNW
"Thursday, 19 January 2017, 12:00 — 18:00",17 / 14 °C,Clear,47%,1025 mbar,16 km/h,NNW
"Thursday, 19 January 2017, 18:00 — 00:00",14 / 10 °C,Clear,70%,1024 mbar,7 km/h,WNW
"Friday, 20 January 2017, 00:00 — 06:00",10 / 5 °C,Clear,79%,1023 mbar,5 km/h,W
"Friday, 20 January 2017, 06:00 — 12:00",16 / 5 °C,Passing clouds,70%,1024 mbar,8 km/h,NNW
"Friday, 20 January 2017, 12:00 — 18:00",20 / 16 °C,Passing clouds,42%,1021 mbar,9 km/h,WNW
"Friday, 20 January 2017, 18:00 — 00:00",18 / 11 °C,Clear,65%,1021 mbar,2 km/h,W
"Saturday, 21 January 2017, 00:00 — 06:00",10 / 7 °C,Passing clouds,84%,1020 mbar,0 km/h,N
"Saturday, 21 January 2017, 06:00 — 12:00",16 / 7 °C,Refreshingly cool,70%,1021 mbar,6 km/h,NW
"Saturday, 21 January 2017, 12:00 — 18:00",18 / 15 °C,Scattered clouds,44%,1020 mbar,9 km/h,WNW
"Saturday, 21 January 2017, 18:00 — 00:00",15 / 12 °C,Passing clouds,64%,1021 mbar,2 km/h,NNE
"Sunday, 22 January 2017, 00:00 — 06:00",12 / 7 °C,Fog,76%,1022 mbar,3 km/h,ENE
"Sunday, 22 January 2017, 06:00 — 12:00",18 / 7 °C,Scattered clouds,74%,1024 mbar,3 km/h,E
"Sunday, 22 January 2017, 12:00 — 18:00",20 / 17 °C,Scattered clouds,47%,1022 mbar,4 km/h,NNE
"Sunday, 22 January 2017, 18:00 — 00:00",17 / 11 °C,Fog,68%,1022 mbar,0 km/h,N
"Monday, 23 January 2017, 00:00 — 06:00",11 / 7 °C,Quite cool,84%,1021 mbar,0 km/h,N
"Monday, 23 January 2017, 06:00 — 12:00",19 / 6 °C,Scattered clouds,70%,1022 mbar,3 km/h,W
"Monday, 23 January 2017, 12:00 — 18:00",21 / 18 °C,Scattered clouds,36%,1020 mbar,7 km/h,NW
"Monday, 23 January 2017, 18:00 — 00:00",18 / 13 °C,Passing clouds,59%,1020 mbar,0 km/h,NNW
"Tuesday, 24 January 2017, 00:00 — 06:00",13 / 10 °C,Fog,84%,1019 mbar,3 km/h,NW
"Tuesday, 24 January 2017, 06:00 — 12:00",17 / 10 °C,Fog,73%,1021 mbar,8 km/h,NW
"Tuesday, 24 January 2017, 12:00 — 18:00",17 / 14 °C,Broken clouds,71%,1020 mbar,15 km/h,NNW
"Tuesday, 24 January 2017, 18:00 — 00:00",13 / 12 °C,Fog,83%,1019 mbar,11 km/h,NNW
"Wednesday, 25 January 2017, 00:00 — 06:00",12 / 12 °C,Partly cloudy,82%,1019 mbar,11 km/h,N
"Wednesday, 25 January 2017, 06:00 — 12:00",15 / 12 °C,Thunderstorms. More clouds than sun,87%,1019 mbar,11 km/h,ENE
"Wednesday, 25 January 2017, 12:00 — 18:00",14 / 12 °C,Thunderstorms. More clouds than sun,93%,1018 mbar,15 km/h,N
"Wednesday, 25 January 2017, 18:00 — 00:00",12 / 12 °C,Passing clouds,74%,1018 mbar,6 km/h,ENE
"Thursday, 26 January 2017, 00:00 — 06:00",14 / 12 °C,Thunderstorms. Mostly cloudy,88%,1018 mbar,14 km/h,SE
"Thursday, 26 January 2017, 06:00 — 12:00",15 / 11 °C,Light rain. More clouds than sun,84%,1018 mbar,4 km/h,SW
"Thursday, 26 January 2017, 12:00 — 18:00",16 / 14 °C,Cool,95%,1017 mbar,14 km/h,SE
"Thursday, 26 January 2017, 18:00 — 00:00",13 / 12 °C,Mostly cloudy,94%,1017 mbar,11 km/h,SE
"Friday, 27 January 2017, 00:00 — 06:00",12 / 10 °C,Partly cloudy,93%,1017 mbar,8 km/h,NW
"Friday, 27 January 2017, 06:00 — 12:00",16 / 10 °C,Scattered clouds,78%,1020 mbar,8 km/h,WSW
"Friday, 27 January 2017, 12:00 — 18:00",17 / 15 °C,Scattered clouds,73%,1019 mbar,10 km/h,N
"Friday, 27 January 2017, 18:00 — 00:00",14 / 12 °C,Passing clouds,84%,1020 mbar,1 km/h,W
"Saturday, 28 January 2017, 00:00 — 06:00",12 / 8 °C,Fog,84%,1020 mbar,2 km/h,W
"Saturday, 28 January 2017, 06:00 — 12:00",18 / 8 °C,Scattered clouds,80%,1022 mbar,2 km/h,ENE
"Saturday, 28 January 2017, 12:00 — 18:00",20 / 17 °C,Scattered clouds,63%,1020 mbar,5 km/h,NW
"Saturday, 28 January 2017, 18:00 — 00:00",17 / 13 °C,Passing clouds,78%,1019 mbar,6 km/h,W
"Sunday, 29 January 2017, 00:00 — 06:00",13 / 12 °C,Passing clouds,87%,1018 mbar,5 km/h,WNW
"Sunday, 29 January 2017, 06:00 — 12:00",19 / 11 °C,Scattered clouds,71%,1018 mbar,5 km/h,W
"Sunday, 29 January 2017, 12:00 — 18:00",20 / 18 °C,Scattered clouds,53%,1017 mbar,11 km/h,WNW
"Sunday, 29 January 2017, 18:00 — 00:00",18 / 13 °C,Passing clouds,70%,1017 mbar,1 km/h,W
"Monday, 30 January 2017, 00:00 — 06:00",13 / 10 °C,Clear,88%,1017 mbar,2 km/h,SSE
"Monday, 30 January 2017, 06:00 — 12:00",15 / 9 °C,Cool,87%,1018 mbar,2 km/h,SE
"Monday, 30 January 2017, 12:00 — 18:00",19 / 16 °C,Scattered clouds,67%,1015 mbar,6 km/h,ESE
"Monday, 30 January 2017, 18:00 — 00:00",16 / 13 °C,Passing clouds,79%,1016 mbar,7 km/h,NNW
"Tuesday, 31 January 2017, 00:00 — 06:00",13 / 9 °C,Fog,88%,1015 mbar,6 km/h,N
"Tuesday, 31 January 2017, 06:00 — 12:00",16 / 9 °C,Clear,73%,1018 mbar,4 km/h,N
"Tuesday, 31 January 2017, 12:00 — 18:00",21 / 17 °C,Clear,50%,1017 mbar,14 km/h,NW
"Tuesday, 31 January 2017, 18:00 — 00:00",17 / 14 °C,Clear,77%,1018 mbar,7 km/h,WNW
"Wednesday, 1 February 2017, 00:00 — 06:00",11 / 8 °C,Clear,85%,1016 mbar,5 km/h,W
"Wednesday, 1 February 2017, 06:00 — 12:00",20 / 7 °C,Passing clouds,70%,1018 mbar,6 km/h,NNW
"Wednesday, 1 February 2017, 12:00 — 18:00",23 / 21 °C,Scattered clouds,39%,1016 mbar,10 km/h,W
"Wednesday, 1 February 2017, 18:00 — 00:00",18 / 14 °C,Passing clouds,69%,1019 mbar,0 km/h,N
"Thursday, 2 February 2017, 00:00 — 06:00",13 / 10 °C,Clear,80%,1019 mbar,1 km/h,S
"Thursday, 2 February 2017, 06:00 — 12:00",19 / 9 °C,Mild,74%,1021 mbar,1 km/h,S
"Thursday, 2 February 2017, 12:00 — 18:00",21 / 19 °C,Scattered clouds,54%,1019 mbar,7 km/h,WNW
"Thursday, 2 February 2017, 18:00 — 00:00",18 / 14 °C,Passing clouds,71%,1020 mbar,2 km/h,NW
"Friday, 3 February 2017, 00:00 — 06:00",14 / 11 °C,Fog,84%,834 mbar,1 km/h,WNW
"Friday, 3 February 2017, 06:00 — 12:00",19 / 10 °C,Scattered clouds,82%,1020 mbar,1 km/h,ESE
"Friday, 3 February 2017, 12:00 — 18:00",20 / 17 °C,Broken clouds,56%,1018 mbar,7 km/h,N
"Friday, 3 February 2017, 18:00 — 00:00",17 / 14 °C,Fog,76%,1017 mbar,1 km/h,ENE
"Saturday, 4 February 2017, 00:00 — 06:00",13 / 11 °C,Fog,89%,1015 mbar,10 km/h,E
"Saturday, 4 February 2017, 06:00 — 12:00",17 / 10 °C,Scattered clouds,86%,1015 mbar,17 km/h,ESE
"Saturday, 4 February 2017, 12:00 — 18:00",20 / 18 °C,Broken clouds,72%,1010 mbar,30 km/h,SE
"Saturday, 4 February 2017, 18:00 — 00:00",18 / 16 °C,Thunderstorms. Mostly cloudy,79%,1009 mbar,19 km/h,SSE
"Sunday, 5 February 2017, 00:00 — 06:00",16 / 13 °C,Fog,90%,1011 mbar,14 km/h,SSE
"Sunday, 5 February 2017, 06:00 — 12:00",19 / 12 °C,Cool,78%,1015 mbar,13 km/h,S
"Sunday, 5 February 2017, 12:00 — 18:00",22 / 18 °C,Scattered clouds,45%,1014 mbar,14 km/h,SSW
"Sunday, 5 February 2017, 18:00 — 00:00",17 / 12 °C,Passing clouds,68%,1016 mbar,6 km/h,WNW
"Monday, 6 February 2017, 00:00 — 06:00",12 / 9 °C,Clear,81%,1016 mbar,2 km/h,WNW
"Monday, 6 February 2017, 06:00 — 12:00",17 / 8 °C,Clear,79%,1018 mbar,4 km/h,WNW
"Monday, 6 February 2017, 12:00 — 18:00",20 / 17 °C,Scattered clouds,50%,1017 mbar,8 km/h,W
"Monday, 6 February 2017, 18:00 — 00:00",16 / 11 °C,Passing clouds,68%,1018 mbar,2 km/h,NW
"Tuesday, 7 February 2017, 00:00 — 06:00",11 / 9 °C,Passing clouds,82%,1018 mbar,4 km/h,W
"Tuesday, 7 February 2017, 06:00 — 12:00",19 / 8 °C,Clear,70%,1019 mbar,5 km/h,NNW
"Tuesday, 7 February 2017, 12:00 — 18:00",21 / 19 °C,Scattered clouds,40%,1016 mbar,9 km/h,NW
"Tuesday, 7 February 2017, 18:00 — 00:00",18 / 14 °C,Passing clouds,60%,1016 mbar,4 km/h,WNW
"Wednesday, 8 February 2017, 00:00 — 06:00",13 / 11 °C,Passing clouds,76%,1015 mbar,1 km/h,SW
"Wednesday, 8 February 2017, 06:00 — 12:00",19 / 10 °C,Scattered clouds,73%,1016 mbar,5 km/h,SW
"Wednesday, 8 February 2017, 12:00 — 18:00",22 / 20 °C,Scattered clouds,38%,1015 mbar,9 km/h,W
"Wednesday, 8 February 2017, 18:00 — 00:00",18 / 5 °C,Passing clouds,48%,508 mbar,1 km/h,NNW
"Thursday, 9 February 2017, 00:00 — 06:00",13 / 9 °C,Fog,83%,554 mbar,1 km/h,ENE
"Thursday, 9 February 2017, 06:00 — 12:00",18 / 8 °C,Refreshingly cool,76%,278 mbar,3 km/h,NNW
"Thursday, 9 February 2017, 12:00 — 18:00",21 / 19 °C,Clear,47%,832 mbar,11 km/h,WNW
"Thursday, 9 February 2017, 18:00 — 00:00",18 / 13 °C,Clear,67%,1018 mbar,5 km/h,W
"Friday, 10 February 2017, 00:00 — 06:00",13 / 10 °C,Clear,82%,1017 mbar,7 km/h,W
"Friday, 10 February 2017, 06:00 — 12:00",20 / 9 °C,Clear,60%,1018 mbar,7 km/h,NW
"Friday, 10 February 2017, 12:00 — 18:00",23 / 20 °C,Clear,25%,1015 mbar,12 km/h,W
"Friday, 10 February 2017, 18:00 — 00:00",19 / 13 °C,Clear,54%,1016 mbar,2 km/h,W
"Saturday, 11 February 2017, 00:00 — 06:00",13 / 9 °C,Clear,72%,1015 mbar,0 km/h,N
"Saturday, 11 February 2017, 06:00 — 12:00",21 / 8 °C,Clear,62%,1018 mbar,1 km/h,WSW
"Saturday, 11 February 2017, 12:00 — 18:00",24 / 20 °C,Clear,23%,1017 mbar,8 km/h,WNW
"Saturday, 11 February 2017, 18:00 — 00:00",19 / 17 °C,Haze,41%,1017 mbar,2 km/h,N
"Sunday, 12 February 2017, 00:00 — 06:00",13 / 9 °C,Clear,76%,1019 mbar,0 km/h,N
"Sunday, 12 February 2017, 06:00 — 12:00",22 / 8 °C,Cool,67%,1022 mbar,6 km/h,SE
"Sunday, 12 February 2017, 12:00 — 18:00",24 / 21 °C,Haze,29%,1021 mbar,6 km/h,E
"Sunday, 12 February 2017, 18:00 — 00:00",20 / 13 °C,Clear,53%,1021 mbar,1 km/h,E
"Monday, 13 February 2017, 00:00 — 06:00",13 / 9 °C,Clear,77%,681 mbar,0 km/h,N
"Monday, 13 February 2017, 06:00 — 12:00",21 / 8 °C,Haze,65%,585 mbar,4 km/h,NNW
"Monday, 13 February 2017, 12:00 — 18:00",24 / 22 °C,Haze,30%,1022 mbar,13 km/h,NW
"Monday, 13 February 2017, 18:00 — 00:00",19 / 15 °C,Clear,64%,1022 mbar,2 km/h,W
"Tuesday, 14 February 2017, 00:00 — 06:00",14 / 11 °C,Clear,79%,1021 mbar,4 km/h,WNW
"Tuesday, 14 February 2017, 06:00 — 12:00",20 / 10 °C,Fog,71%,1023 mbar,4 km/h,N
"Tuesday, 14 February 2017, 12:00 — 18:00",24 / 22 °C,Scattered clouds,34%,1022 mbar,10 km/h,NNW
"Tuesday, 14 February 2017, 18:00 — 00:00",22 / 16 °C,Passing clouds,56%,1022 mbar,1 km/h,WNW
"Wednesday, 15 February 2017, 00:00 — 06:00",15 / 11 °C,Passing clouds,82%,1020 mbar,4 km/h,WNW
"Wednesday, 15 February 2017, 06:00 — 12:00",22 / 11 °C,Scattered clouds,65%,1022 mbar,2 km/h,W
"Wednesday, 15 February 2017, 12:00 — 18:00",26 / 23 °C,Scattered clouds,30%,1021 mbar,10 km/h,WNW
"Wednesday, 15 February 2017, 18:00 — 00:00",23 / 19 °C,Partly cloudy,51%,1021 mbar,3 km/h,NNW
"Thursday, 16 February 2017, 00:00 — 06:00",19 / 16 °C,Cool,69%,1020 mbar,6 km/h,NNW
"Thursday, 16 February 2017, 06:00 — 12:00",24 / 15 °C,Scattered clouds,47%,1020 mbar,10 km/h,WNW
"Thursday, 16 February 2017, 12:00 — 18:00",25 / 24 °C,Scattered clouds,28%,1018 mbar,16 km/h,WNW
"Thursday, 16 February 2017, 18:00 — 00:00",22 / 18 °C,Passing clouds,61%,1019 mbar,6 km/h,NNW
"Friday, 17 February 2017, 00:00 — 06:00",18 / 15 °C,Passing clouds,72%,917 mbar,5 km/h,NW
"Friday, 17 February 2017, 06:00 — 12:00",25 / 14 °C,Scattered clouds,58%,1019 mbar,11 km/h,NNW
"Friday, 17 February 2017, 12:00 — 18:00",27 / 25 °C,Scattered clouds,33%,1018 mbar,14 km/h,NW
"Friday, 17 February 2017, 18:00 — 00:00",23 / 19 °C,Passing clouds,52%,1019 mbar,10 km/h,WNW
"Saturday, 18 February 2017, 00:00 — 06:00",19 / 16 °C,Passing clouds,66%,1018 mbar,3 km/h,NNE
"Saturday, 18 February 2017, 06:00 — 12:00",25 / 15 °C,Scattered clouds,62%,1019 mbar,6 km/h,NNW
"Saturday, 18 February 2017, 12:00 — 18:00",28 / 25 °C,Scattered clouds,36%,1018 mbar,11 km/h,NNW
"Saturday, 18 February 2017, 18:00 — 00:00",23 / 21 °C,Passing clouds,54%,1017 mbar,2 km/h,NNW
"Sunday, 19 February 2017, 00:00 — 06:00",20 / 18 °C,Passing clouds,69%,1016 mbar,6 km/h,NNW
